"municipality","state","latitude","longitude"
"BARROSO","MG","-21.18","-43.97"
"BARUERI","SP","-23.51","-46.87"
"BASTOS","SP","-21.92","-50.73"
"BATAGUASSU","MS","-21.71","-52.42"
"BATAIPORA","MS","-22.29","-53.27"
"BATALHA","AL","-9.67","-37.119999999999997"
"BATALHA","PI","-4.0199999999999996","-42.07"
"BATATAIS","SP","-20.89","-47.58"
"BATURITE","CE","-4.32","-38.880000000000003"
"BAURU","SP","-22.31","-49.06"
"BAYEUX","PB","-7.12","-34.93"
"BEBEDOURO","SP","-20.94","-48.47"
"BEBERIBE","CE","-4.18","-38.130000000000003"
"BELA CRUZ","CE","-3.05","-40.159999999999997"
"BELA VISTA","MS","-22.1","-56.52"
"BELA VISTA DA CAROBA","PR","-25.88","-53.66"
"BELA VISTA DE GOIAS","GO","-16.97","-48.95"
"BELA VISTA DE MINAS","MG","-19.829999999999998","-43.09"
"BELA VISTA DO MARANHAO","MA","-3.73","-45.31"
"BELA VISTA DO PARAISO","PR","-22.99","-51.19"
"BELA VISTA DO PIAUI","PI","-7.98","-41.86"
"BELA VISTA DO TOLDO","SC","-26.27","-50.46"
"BELAGUA","MA","-3.15","-43.51"
"BELEM","AL","-9.57","-36.49"
"BELEM","PA","-1.45","-48.5"
"BELEM","PB","-6.74","-35.51"
"BELEM DE MARIA","PE","-8.61","-35.799999999999997"
"BELEM DE SAO FRANCISCO","PE","-8.75","-38.96"
"BELEM DO BREJO DO CRUZ","PB","-6.18","-37.53"
"BELEM DO PIAUI","PI","-7.37","-40.97"
"BELFORD ROXO","RJ","-22.76","-43.39"
"BELMIRO BRAGA","MG","-21.94","-43.41"
"BELMONTE","BA","-15.86","-38.880000000000003"
"BELMONTE","SC","-26.84","-53.57"
"BELO CAMPO","BA","-15.03","-41.26"
"BELO HORIZONTE","MG","-19.809999999999999","-43.95"
"BELO JARDIM","PE","-8.33","-36.42"
"BELO MONTE","AL","-9.82","-37.28"
"BELO ORIENTE","MG","-19.22","-42.48"
"BELO VALE","MG","-20.399999999999999","-44.02"
"BELTERRA","PA","-2.63","-54.93"
"BENEDITINOS","PI","-5.45","-42.36"
"BENEDITO LEITE","MA","-7.22","-44.55"
"BENEDITO NOVO","SC","-26.78","-49.36"
"BENEVIDES","PA","-1.36","-48.24"
"BENJAMIN CONSTANT","AM","-4.38","-70.03"
"BENJAMIN CONSTANT DO SUL","RS","-27.51","-52.59"
"BENTO DE ABREU","SP","-21.27","-50.81"
"BENTO FERNANDES","RN","-5.69","-35.82"
"BENTO GONCALVES","RS","-29.17","-51.51"
"BEQUIMAO","MA","-2.44","-44.78"
"BERILO","MG","-16.95","-42.46"
"BERIZAL","MG","-15.61","-41.74"
"BERNARDINO BATISTA","PB","-6.45","-38.549999999999997"
"BERNARDINO DE CAMPOS","SP","-23.01","-49.47"
"BERNARDO DO MEARIM","MA","-4.58","-44.76"
"BERNARDO SAYAO","TO","-7.87","-48.88"
"BERTIOGA","SP","-23.85","-46.13"
"BERTOLINIA","PI","-7.64","-43.95"
"BERTOPOLIS","MG","-17.059999999999999","-40.57"
"BERURI","AM","-3.89","-61.37"
"BETANIA","PE","-8.27","-38.03"
"BETANIA DO PIAUI","PI","-8.14","-40.79"
"BETIM","MG","-19.96","-44.19"
"BEZERROS","PE","-8.23","-35.79"
"BIAS FORTES","MG","-21.6","-43.75"
"BICAS","MG","-21.72","-43.05"
"BIGUACU","SC","-27.49","-48.65"
"BILAC","SP","-21.4","-50.47"
"BIQUINHAS","MG","-18.78","-45.5"
"BIRIGUI","SP","-21.28","-50.34"
"BIRITIBA-MIRIM","SP","-23.57","-46.03"
"BIRITINGA","BA","-11.61","-38.799999999999997"
"BITURUNA","PR","-26.16","-51.55"
"BLUMENAU","SC","-26.91","-49.06"
"BOA ESPERANCA","ES","-18.54","-40.29"
"BOA ESPERANCA","MG","-21.09","-45.56"
"BOA ESPERANCA","PR","-24.24","-52.78"
"BOA ESPERANCA DO IGUACU","PR","-25.63","-53.21"
"BOA ESPERANCA DO SUL","SP","-21.99","-48.39"
"BOA HORA","PI","-4.41","-42.08"
"BOA NOVA","BA","-14.36","-40.200000000000003"
"BOA VENTURA","PB","-7.41","-38.21"
"BOA VENTURA DE SAO ROQUE","PR","-24.86","-51.62"
"BOA VIAGEM","CE","-5.12","-39.729999999999997"
"BOA VISTA","PB","-7.25","-36.24"
"BOA VISTA","RR","2.82","-60.67"
"BOA VISTA DA APARECIDA","PR","-25.43","-53.4"
"BOA VISTA DAS MISSOES","RS","-27.66","-53.31"
"BOA VISTA DO BURICA","RS","-27.66","-54.11"
"BOA VISTA DO GURUPI","MA","-1.78","-46.3"
"BOA VISTA DO RAMOS","AM","-2.97","-57.59"
"BOA VISTA DO SUL","RS","-29.35","-51.67"
"BOA VISTA DO TUPIM","BA","-12.66","-40.6"
"BOCA DA MATA","AL","-9.64","-36.22"
"BOCA DO ACRE","AM","-8.75","-67.39"
"BOCAINA","PI","-6.94","-41.32"
"BOCAINA","SP","-22.13","-48.51"
"BOCAINA DE MINAS","MG","-22.16","-44.39"
"BOCAINA DO SUL","SC","-27.74","-49.94"
"BOCAIUVA","MG","-17.100000000000001","-43.81"
"BOCAIUVA DO SUL","PR","-25.2","-49.11"
"BODO","RN","-5.98","-36.409999999999997"
"BODOCO","PE","-7.77","-39.94"
"BODOQUENA","MS","-20.53","-56.71"
"BOFETE","SP","-23.1","-48.25"
"BOITUVA","SP","-23.28","-47.67"
"BOM CONSELHO","PE","-9.17","-36.68"
"BOM DESPACHO","MG","-19.73","-45.25"
"BOM JARDIM","MA","-3.56","-45.99"
"BOM JARDIM","PE","-7.79","-35.58"
"BOM JARDIM","RJ","-22.15","-42.41"
"BOM JARDIM DA SERRA","SC","-28.33","-49.62"
"BOM JARDIM DE GOIAS","GO","-16.21","-52.17"
"BOM JARDIM DE MINAS","MG","-21.94","-44.19"
"BOM JESUS","PB","-6.81","-38.65"
"BOM JESUS","PI","-9.07","-44.35"
"BOM JESUS","RN","-5.98","-35.58"
"BOM JESUS","RS","-28.66","-50.41"
"BOM JESUS","SC","-26.73","-52.39"
"BOM JESUS DA LAPA","BA","-13.25","-43.41"
"BOM JESUS DA PENHA","MG","-21.01","-46.52"
"BOM JESUS DA SERRA","BA","-14.37","-40.5"
"BOM JESUS DAS SELVAS","MA","-4.42","-46.76"
"BOM JESUS DE GOIAS","GO","-18.21","-49.74"
"BOM JESUS DO AMPARO","MG","-19.7","-43.47"
"BOM JESUS DO GALHO","MG","-19.82","-42.31"
"BOM JESUS DO ITABAPOANA","RJ","-21.13","-41.68"
"BOM JESUS DO NORTE","ES","-21.11","-41.67"
"BOM JESUS DO OESTE","SC","-26.69","-53.09"
"BOM JESUS DO SUL","PR","-26.19","-53.59"
"BOM JESUS DO TOCANTINS","PA","-5.05","-48.6"
"BOM JESUS DO TOCANTINS","TO","-8.9600000000000009","-48.16"
"BOM JESUS DOS PERDOES","SP","-23.13","-46.46"
"BOM LUGAR","MA","-4.22","-45.03"
"BOM PRINCIPIO","RS","-29.48","-51.35"
"BOM PRINCIPIO DO PIAUI","PI","-3.19","-41.64"
"BOM PROGRESSO","RS","-27.54","-53.86"
"BOM REPOUSO","MG","-22.47","-46.14"
"BOM RETIRO","SC","-27.79","-49.48"
"BOM RETIRO DO SUL","RS","-29.6","-51.94"
"BOM SUCESSO","MG","-21.03","-44.75"
"BOM SUCESSO","PB","-6.44","-37.92"
"BOM SUCESSO","PR","-23.71","-51.76"
"BOM SUCESSO DE ITARARE","SP","-24.31","-49.14"
"BOM SUCESSO DO SUL","PR","-26.07","-52.83"
"BOMBINHAS","SC","-27.13","-48.51"
"BONFIM","MG","-20.32","-44.23"
"BONFIM","RR","3.36","-59.83"
"BONFIM DO PIAUI","PI","-9.16","-42.87"
"BONFINOPOLIS","GO","-16.61","-48.96"
"BONFINOPOLIS DE MINAS","MG","-16.559999999999999","-45.99"
"BONINAL","BA","-12.7","-41.82"
"BONITO","BA","-11.96","-41.26"
"BONITO","MS","-21.12","-56.48"
"BONITO","PA","-1.36","-47.3"
"BONITO","PE","-8.4700000000000006","-35.72"
"BONITO DE MINAS","MG","-15.32","-44.75"
"BONITO DE SANTA FE","PB","-7.31","-38.51"
"BONOPOLIS","GO","-13.63","-49.81"
"BOQUEIRAO","PB","-7.48","-36.130000000000003"
"BOQUEIRAO DO LEAO","RS","-29.3","-52.42"
"BOQUEIRAO DO PIAUI","PI","-4.4800000000000004","-42.07"
"BOQUIM","SE","-11.14","-37.619999999999997"
"BOQUIRA","BA","-12.82","-42.73"
"BORA","SP","-22.27","-50.53"
"BORACEIA","SP","-22.19","-48.77"
"BORBA","AM","-4.38","-59.59"
"BORBOREMA","PB","-6.8","-35.619999999999997"
"BORBOREMA","SP","-21.62","-49.07"
"BORDA DA MATA","MG","-22.27","-46.16"
"BOREBI","SP","-22.56","-48.97"
"BORRAZOPOLIS","PR","-23.94","-51.58"
"BOSSOROCA","RS","-28.73","-54.9"
"BOTELHOS","MG","-21.63","-46.39"
"BOTUCATU","SP","-22.88","-48.44"
"BOTUMIRIM","MG","-16.87","-43.01"
"BOTUPORA","BA","-13.38","-42.52"
"BOTUVERA","SC","-27.19","-49.07"
"BRACO DO NORTE","SC","-28.27","-49.16"
"BRACO DO TROMBUDO","SC","-27.35","-49.88"
"BRAGA","RS","-27.61","-53.73"
"BRAGANCA","PA","-1.06","-46.77"
"BRAGANCA PAULISTA","SP","-22.95","-46.54"
"BRAGANEY","PR","-24.81","-53.12"
"BRANQUINHA","AL","-9.24","-36.01"
"BRAS PIRES","MG","-20.92","-43.24"
"BRASIL NOVO","PA","-3.26","-52.66"
"BRASILANDIA","MS","-21.25","-52.03"
"BRASILANDIA DE MINAS","MG","-17.010000000000002","-46"
"BRASILANDIA DO SUL","PR","-24.19","-53.52"
"BRASILANDIA DO TOCANTINS","TO","-8.3800000000000008","-48.48"
"BRASILEIA","AC","-11.01","-68.739999999999995"
"BRASILEIRA","PI","-4.13","-41.78"
"BRASILIA","DF","-15.78","-47.93"
"BRASILIA DE MINAS","MG","-16.2","-44.42"
"BRASNORTE","MT","-12.15","-57.97"
"BRASOPOLIS","MG","-22.47","-45.6"
"BRAUNA","SP","-21.49","-50.31"
"BRAUNAS","MG","-19.05","-42.71"
"BRAZABRANTES","GO","-16.43","-49.38"
"BREJAO","PE","-9.0299999999999994","-36.56"
"BREJETUBA","ES","-20.14","-41.29"
"BREJINHO","PE","-7.34","-37.28"
"BREJINHO","RN","-6.19","-35.35"
"BREJINHO DE NAZARE","TO","-11","-48.56"
"BREJO","MA","-3.68","-42.75"
"BREJO ALEGRE","SP","-21.16","-50.18"
"BREJO DA MADRE DE DEUS","PE","-8.14","-36.369999999999997"
"BREJO DE AREIA","MA","-4.08","-45.49"
"BREJO DO CRUZ","PB","-6.34","-37.49"
"BREJO DO PIAUI","PI","-8.2100000000000009","-42.82"
"BREJO DOS SANTOS","PB","-6.37","-37.82"
"BREJO GRANDE","SE","-10.42","-36.46"
"BREJO GRANDE DO ARAGUAIA","PA","-5.69","-48.41"
"BREJO SANTO","CE","-7.49","-38.979999999999997"
"BREJOES","BA","-13.1","-39.79"
"BREJOLANDIA","BA","-12.48","-43.96"
"BREU BRANCO","PA","-4","-49.46"
"BREVES","PA","-1.68","-50.48"
"BRITANIA","GO","-15.24","-51.16"
"BROCHIER","RS","-29.55","-51.59"
"BRODOSQUI","SP","-20.99","-47.65"
"BROTAS","SP","-22.28","-48.12"
"BROTAS DE MACAUBAS","BA","-11.99","-42.62"
"BRUMADINHO","MG","-20.14","-44.2"
"BRUMADO","BA","-14.2","-41.66"
"BRUNOPOLIS","SC","-27.3","-50.86"
"BRUSQUE","SC","-27.09","-48.91"
"BUENO BRANDAO","MG","-22.44","-46.35"
"BUENOPOLIS","MG","-17.87","-44.18"
"BUENOS AIRES","PE","-7.72","-35.32"
"BUERAREMA","BA","-14.95","-39.299999999999997"
"BUGRE","MG","-19.420000000000002","-42.24"
"BUIQUE","PE","-8.6199999999999992","-37.15"
"BUJARI","AC","-9.83","-67.95"
"BUJARU","PA","-1.51","-48.04"
"BURI","SP","-23.79","-48.59"
"BURITAMA","SP","-21.06","-50.14"
"BURITI","MA","-3.94","-42.92"
"BURITI ALEGRE","GO","-18.14","-49.04"
"BURITI BRAVO","MA","-5.83","-43.83"
"BURITI DE GOIAS","GO","-16.18","-50.43"
"BURITI DO TOCANTINS","TO","-5.31","-48.22"
"BURITI DOS LOPES","PI","-3.17","-41.86"
"BURITI DOS MONTES","PI","-5.31","-41.09"
"BURITICUPU","MA","-4.34","-46.4"
"BURITINOPOLIS","GO","-14.47","-46.4"
"BURITIRAMA","BA","-10.7","-43.63"
"BURITIRANA","MA","-5.59","-47.01"
"BURITIS","MG","-15.61","-46.42"
"BURITIS","RO","-10.210000000000001","-63.82"
"BURITIZAL","SP","-20.190000000000001","-47.7"
"BURITIZEIRO","MG","-17.350000000000001","-44.96"
"BUTIA","RS","-30.12","-51.96"
"CAAPIRANGA","AM","-3.32","-61.2"
"CAAPORA","PB","-7.51","-34.9"
"CAARAPO","MS","-22.63","-54.82"
"CAATIBA","BA","-14.97","-40.4"
"CABACEIRAS","PB","-7.48","-36.28"
"CABACEIRAS DO PARAGUACU","BA","-12.53","-39.19"
"CABECEIRA GRANDE","MG","-16.03","-47.09"
"CABECEIRAS","GO","-15.8","-46.92"
"CABECEIRAS DO PIAUI","PI","-4.47","-42.3"
"CABEDELO","PB","-6.98","-34.83"
"CABIXI","RO","-13.49","-60.55"
"CABO DE SANTO AGOSTINHO","PE","-8.2799999999999994","-35.03"
"CABO FRIO","RJ","-22.87","-42.01"
"CABO VERDE","MG","-21.47","-46.39"
"CABRALIA PAULISTA","SP","-22.45","-49.33"
"CABREUVA","SP","-23.3","-47.13"
"CABROBO","PE","-8.51","-39.299999999999997"
"CACADOR","SC","-26.77","-51.01"
"CACAPAVA","SP","-23.1","-45.7"
"CACAPAVA DO SUL","RS","-30.51","-53.49"
"CACAULANDIA","RO","-10.34","-62.89"
"CACEQUI","RS","-29.88","-54.82"
"CACERES","MT","-16.07","-57.67"
"CACHOEIRA","BA","-12.61","-38.950000000000003"
"CACHOEIRA ALTA","GO","-18.760000000000002","-50.94"
"CACHOEIRA DA PRATA","MG","-19.52","-44.45"
"CACHOEIRA DE GOIAS","GO","-16.66","-50.64"
"CACHOEIRA DE MINAS","MG","-22.35","-45.77"
"CACHOEIRA DE PAJEU","MG","-15.96","-41.49"
"CACHOEIRA DO ARARI","PA","-1.01","-48.96"
"CACHOEIRA DO PIRIA","PA","-1.67","-46.52"
"CACHOEIRA DO SUL","RS","-30.03","-52.89"
"CACHOEIRA DOS INDIOS","PB","-6.92","-38.67"
"CACHOEIRA DOURADA","GO","-18.489999999999998","-49.47"
"CACHOEIRA DOURADA","MG","-18.510000000000002","-49.5"
"CACHOEIRA GRANDE","MA","-2.92","-44.05"
"CACHOEIRA PAULISTA","SP","-22.66","-45"
"CACHOEIRAS DE MACACU","RJ","-22.46","-42.65"
"CACHOEIRINHA","PE","-8.48","-36.229999999999997"
"CACHOEIRINHA","RS","-29.95","-51.09"
"CACHOEIRINHA","TO","-6.12","-47.92"
"CACHOEIRO DE ITAPEMIRIM","ES","-20.84","-41.11"
"CACIMBA DE AREIA","PB","-7.12","-37.15"
"CACIMBA DE DENTRO","PB","-6.64","-35.79"
"CACIMBAS","PB","-7.21","-37.049999999999997"
"CACIMBINHAS","AL","-9.4","-36.99"
"CACIQUE DOBLE","RS","-27.77","-51.66"
"CACOAL","RO","-11.43","-61.44"
"CACONDE","SP","-21.52","-46.64"
"CACU","GO","-18.55","-51.13"
"CACULE","BA","-14.5","-42.22"
"CAEM","BA","-11.09","-40.43"
"CAETANOPOLIS","MG","-19.29","-44.41"
"CAETANOS","BA","-14.33","-40.909999999999997"
"CAETE","MG","-19.88","-43.67"
"CAETES","PE","-8.77","-36.619999999999997"
"CAETITE","BA","-14.06","-42.47"
"CAFARNAUM","BA","-11.69","-41.46"
"CAFEARA","PR","-22.79","-51.71"
"CAFELANDIA","PR","-24.61","-53.32"
"CAFELANDIA","SP","-21.8","-49.61"
"CAFEZAL DO SUL","PR","-23.9","-53.51"
"CAIABU","SP","-22.01","-51.23"
"CAIANA","MG","-20.69","-41.92"
"CAIAPONIA","GO","-16.95","-51.81"
"CAIBATE","RS","-28.28","-54.63"
"CAIBI","SC","-27.07","-53.24"
"CAICARA","PB","-6.55","-35.409999999999997"
"CAICARA","RS","-27.27","-53.43"
"CAICARA DO NORTE","RN","-5.09","-35.950000000000003"
"CAICARA DO RIO DO VENTO","RN","-5.76","-35.99"
"CAICO","RN","-6.45","-37.090000000000003"
"CAIEIRAS","SP","-23.36","-46.74"
"CAIRU","BA","-13.48","-39.04"
"CAIUA","SP","-21.83","-51.99"
"CAJAMAR","SP","-23.35","-46.87"
"CAJAPIO","MA","-2.88","-44.67"
"CAJARI","MA","-3.32","-45.01"
"CAJATI","SP","-24.73","-48.12"
"CAJAZEIRAS","PB","-6.89","-38.56"
"CAJAZEIRAS DO PIAUI","PI","-6.76","-42.39"
"CAJAZEIRINHAS","PB","-6.96","-37.799999999999997"
"CAJOBI","SP","-20.88","-48.8"
"CAJUEIRO","AL","-9.39","-36.15"
"CAJUEIRO DA PRAIA","PI","-2.92","-41.33"
"CAJURI","MG","-20.79","-42.79"
"CAJURU","SP","-21.27","-47.3"
"CALCADO","PE","-8.74","-36.33"
"CALCOENE","AP","2.4900000000000002","-50.94"
"CALDAS","MG","-21.92","-46.38"
"CALDAS BRANDAO","PB","-7.1","-35.32"
"CALDAS NOVAS","GO","-17.739999999999998","-48.62"
"CALDAZINHA","GO","-16.71","-49"
"CALDEIRAO GRANDE","BA","-11.02","-40.299999999999997"
"CALDEIRAO GRANDE DO PIAUI","PI","-7.33","-40.630000000000003"
"CALIFORNIA","PR","-23.65","-51.35"
"CALMON","SC","-26.6","-51.09"
"CALUMBI","PE","-7.94","-38.15"
"CAMACAN","BA","-15.41","-39.49"
"CAMACARI","BA","-12.69","-38.32"
"CAMACHO","MG","-20.62","-45.15"
"CAMALAU","PB","-7.88","-36.82"
"CAMAMU","BA","-13.94","-39.1"
"CAMANDUCAIA","MG","-22.75","-46.14"
"CAMAPUA","MS","-19.53","-54.04"
"CAMAQUA","RS","-30.85","-51.81"
"CAMARAGIBE","PE","-8.02","-34.979999999999997"
"CAMARGO","RS","-28.58","-52.2"
"CAMBARA","PR","-23.04","-50.07"
"CAMBARA DO SUL","RS","-29.04","-50.14"
"CAMBE","PR","-23.27","-51.27"
"CAMBIRA","PR","-23.58","-51.57"
"CAMBORIU","SC","-27.02","-48.65"
"CAMBUCI","RJ","-21.57","-41.91"
"CAMBUI","MG","-22.61","-46.05"
"CAMBUQUIRA","MG","-21.85","-45.29"
"CAMETA","PA","-2.2400000000000002","-49.49"
"CAMOCIM","CE","-2.9","-40.840000000000003"
"CAMOCIM DE SAO FELIX","PE","-8.35","-35.76"
"CAMPANARIO","MG","-18.23","-41.74"
"CAMPANHA","MG","-21.83","-45.4"
"CAMPESTRE","AL","-8.84","-35.56"
"CAMPESTRE","MG","-21.71","-46.24"
"CAMPESTRE DA SERRA","RS","-28.79","-51.09"
"CAMPESTRE DE GOIAS","GO","-16.760000000000002","-49.69"
"CAMPESTRE DO MARANHAO","MA","-6.17","-47.36"
"CAMPINA DA LAGOA","PR","-24.59","-52.79"
"CAMPINA DAS MISSOES","RS","-27.98","-54.83"
"CAMPINA DO MONTE ALEGRE","SP","-23.59","-48.47"
"CAMPINA DO SIMAO","PR","-25.07","-51.82"
"CAMPINA GRANDE","PB","-7.23","-35.880000000000003"
"CAMPINA GRANDE DO SUL","PR","-25.3","-49.05"
"CAMPINA VERDE","MG","-19.53","-49.48"
"CAMPINACU","GO","-13.79","-48.57"
"CAMPINAPOLIS","MT","-14.51","-52.89"
"CAMPINAS","SP","-22.9","-47.06"
"CAMPINAS DO PIAUI","PI","-7.66","-41.88"
"CAMPINAS DO SUL","RS","-27.71","-52.62"
"CAMPINORTE","GO","-14.31","-49.15"
"CAMPO ALEGRE","AL","-9.7799999999999994","-36.35"
"CAMPO ALEGRE","SC","-26.19","-49.26"
"CAMPO ALEGRE DE GOIAS","GO","-17.63","-47.78"
"CAMPO ALEGRE DE LOURDES","BA","-9.51","-43.01"
"CAMPO ALEGRE DO FIDALGO","PI","-8.3699999999999992","-41.83"
"CAMPO AZUL","MG","-16.5","-44.81"
"CAMPO BELO","MG","-20.89","-45.27"
"CAMPO BELO DO SUL","SC","-27.89","-50.76"
"CAMPO BOM","RS","-29.67","-51.05"
"CAMPO BONITO","PR","-25.03","-52.99"
"CAMPO DO BRITO","SE","-10.73","-37.49"
"CAMPO DO MEIO","MG","-21.1","-45.83"
"CAMPO DO TENENTE","PR","-25.97","-49.68"
"CAMPO ERE","SC","-26.39","-53.07"
"CAMPO FLORIDO","MG","-19.760000000000002","-48.57"
"CAMPO FORMOSO","BA","-10.5","-40.32"
"CAMPO GRANDE","AL","-9.9499999999999993","-36.79"
"CAMPO GRANDE","MS","-20.440000000000001","-54.64"
"CAMPO GRANDE DO PIAUI","PI","-7.13","-41.03"
"CAMPO LARGO","PR","-25.45","-49.52"
"CAMPO LARGO DO PIAUI","PI","-3.81","-42.62"
"CAMPO LIMPO PAULISTA","SP","-23.2","-46.78"
"CAMPO MAGRO","PR","-25.36","-49.45"
"CAMPO MAIOR","PI","-4.82","-42.16"
"CAMPO MOURAO","PR","-24.04","-52.38"
"CAMPO NOVO","RS","-27.67","-53.8"
"CAMPO NOVO DE RONDONIA","RO","-10.59","-63.61"
"CAMPO NOVO DO PARECIS","MT","-13.67","-57.89"
"CAMPO REDONDO","RN","-6.24","-36.18"
"CAMPO VERDE","MT","-15.54","-55.16"
"CAMPOS ALTOS","MG","-19.690000000000001","-46.17"
"CAMPOS BELOS","GO","-13.03","-46.77"
"CAMPOS BORGES","RS","-28.88","-52.99"
"CAMPOS DE JULIO","MT","-13.89","-59.14"
"CAMPOS DO JORDAO","SP","-22.73","-45.59"
"CAMPOS DOS GOYTACAZES","RJ","-21.75","-41.32"
"CAMPOS GERAIS","MG","-21.23","-45.75"
"CAMPOS LINDOS","TO","-7.99","-46.86"
"CAMPOS NOVOS","SC","-27.4","-51.22"
"CAMPOS NOVOS PAULISTA","SP","-22.6","-50"
"CAMPOS SALES","CE","-7.07","-40.369999999999997"
"CAMPOS VERDES","GO","-14.25","-49.65"
"CAMUTANGA","PE","-7.4","-35.270000000000003"
"CANA VERDE","MG","-21.02","-45.18"
"CANAA","MG","-20.68","-42.62"
"CANAA DOS CARAJAS","PA","-6.49","-49.87"
"CANABRAVA DO NORTE","MT","-11.05","-51.83"
"CANANEIA","SP","-25.01","-47.92"
"CANAPI","AL","-9.1199999999999992","-37.6"
"CANAPOLIS","BA","-13.07","-44.2"
"CANAPOLIS","MG","-18.72","-49.2"
"CANARANA","BA","-11.68","-41.76"
"CANARANA","MT","-13.55","-52.16"
"CANAS","SP","-22.7","-45.05"
"CANAVIEIRA","PI","-7.68","-43.72"
"CANAVIEIRAS","BA","-15.67","-38.94"
"CANDEAL","BA","-11.8","-39.11"
"CANDEIAS","BA","-12.66","-38.549999999999997"
"CANDEIAS","MG","-20.76","-45.27"
"CANDEIAS DO JAMARI","RO","-8.81","-63.69"
"CANDELARIA","RS","-29.66","-52.78"
"CANDIBA","BA","-14.41","-42.86"
"CANDIDO DE ABREU","PR","-24.56","-51.33"
"CANDIDO GODOI","RS","-27.95","-54.75"
"CANDIDO MENDES","MA","-1.44","-45.71"
"CANDIDO MOTA","SP","-22.74","-50.38"
"CANDIDO RODRIGUES","SP","-21.32","-48.63"
"CANDIDO SALES","BA","-15.5","-41.23"
"CANDIOTA","RS","-31.55","-53.67"
"CANDOI","PR","-25.66","-52.12"
"CANELA","RS","-29.36","-50.81"
"CANELINHA","SC","-27.26","-48.76"
"CANGUARETAMA","RN","-6.38","-35.119999999999997"
"CANGUCU","RS","-31.39","-52.67"
"CANHOBA","SE","-10.130000000000001","-36.979999999999997"
"CANHOTINHO","PE","-8.8800000000000008","-36.19"
"CANINDE","CE","-4.3499999999999996","-39.31"
"CANINDE DE SAO FRANCISCO","SE","-9.64","-37.78"
"CANITAR","SP","-23","-49.78"
"CANOAS","RS","-29.91","-51.18"
"CANOINHAS","SC","-26.17","-50.39"
"CANSANCAO","BA","-10.67","-39.49"
"CANTA","RR","2.61","-60.59"
"CANTAGALO","MG","-18.52","-42.62"
"CANTAGALO","PR","-25.37","-52.12"
"CANTAGALO","RJ","-21.98","-42.36"
"CANTANHEDE","MA","-3.63","-44.37"
"CANTO DO BURITI","PI","-8.11","-42.94"
"CANUDOS","BA","-9.9","-39.130000000000003"
"CANUTAMA","AM","-6.53","-64.38"
"CAPANEMA","PA","-1.19","-47.18"
"CAPANEMA","PR","-25.67","-53.8"
"CAPAO ALTO","SC","-27.93","-50.51"
"CAPAO BONITO","SP","-24","-48.34"
"CAPAO DA CANOA","RS","-29.76","-50.03"
"CAPAO DO LEAO","RS","-31.76","-52.48"
"CAPARAO","MG","-20.43","-41.86"
"CAPELA","AL","-9.4","-36.07"
"CAPELA","SE","-10.5","-37.049999999999997"
"CAPELA DE SANTANA","RS","-29.7","-51.32"
"CAPELA DO ALTO","SP","-23.47","-47.73"
"CAPELA DO ALTO ALEGRE","BA","-11.66","-39.83"
"CAPELA NOVA","MG","-20.92","-43.61"
"CAPELINHA","MG","-17.690000000000001","-42.51"
"CAPETINGA","MG","-20.61","-47.05"
"CAPIM","PB","-6.91","-35.17"
"CAPIM BRANCO","MG","-19.54","-44.11"
"CAPIM GROSSO","BA","-11.38","-40.01"
"CAPINOPOLIS","MG","-18.68","-49.57"
"CAPINZAL","SC","-27.34","-51.61"
"CAPINZAL DO NORTE","MA","-4.72","-44.32"
"CAPISTRANO","CE","-4.47","-38.9"
"CAPITAO","RS","-29.26","-51.98"
"CAPITAO ANDRADE","MG","-19.059999999999999","-41.85"
"CAPITAO DE CAMPOS","PI","-4.45","-41.94"
"CAPITAO ENEAS","MG","-16.32","-43.71"
"CAPITAO GERVASIO OLIVEIRA","PI","-8.49","-41.82"
"CAPITAO LEONIDAS MARQUES","PR","-25.47","-53.61"
"CAPITAO POCO","PA","-1.74","-47.06"
"CAPITOLIO","MG","-20.61","-46.05"
"CAPIVARI","SP","-22.99","-47.5"
"CAPIVARI DE BAIXO","SC","-28.44","-48.95"
"CAPIVARI DO SUL","RS","-30.14","-50.51"
"CAPIXABA","AC","-10.57","-67.67"
"CAPOEIRAS","PE","-8.73","-36.619999999999997"
"CAPUTIRA","MG","-20.170000000000002","-42.27"
"CARAA","RS","-29.79","-50.43"
"CARACARAI","RR","1.81","-61.12"
"CARACOL","MS","-22.01","-57.02"
"CARACOL","PI","-9.27","-43.33"
"CARAGUATATUBA","SP","-23.62","-45.41"
"CARAI","MG","-17.18","-41.69"
"CARAIBAS","BA","-14.6","-41.33"
"CARAMBEI","PR","-24.91","-50.09"
"CARANAIBA","MG","-20.87","-43.73"
"CARANDAI","MG","-20.95","-43.8"
"CARANGOLA","MG","-20.73","-42.02"
"CARAPEBUS","RJ","-22.18","-41.66"
"CARAPICUIBA","SP","-23.52","-46.83"
"CARATINGA","MG","-19.79","-42.13"
"CARAUARI","AM","-4.88","-66.89"
"CARAUBAS","PB","-7.72","-36.49"
"CARAUBAS","RN","-5.79","-37.549999999999997"
"CARAUBAS DO PIAUI","PI","-3.47","-41.84"
"CARAVELAS","BA","-17.73","-39.26"
"CARAZINHO","RS","-28.28","-52.78"
"CARBONITA","MG","-17.52","-43.01"
"CARDEAL DA SILVA","BA","-11.94","-37.94"
"CARDOSO","SP","-20.079999999999998","-49.91"
