"municipality","state","latitude","longitude"
"SANTA RITA DE IBITIPOCA","MG","-21.56","-43.91"
"SANTA RITA DE JACUTINGA","MG","-22.14","-44.09"
"SANTA RITA DE MINAS","MG","-19.87","-42.13"
"SANTA RITA DO ARAGUAIA","GO","-17.32","-53.2"
"SANTA RITA DO ITUETO","MG","-19.36","-41.38"
"SANTA RITA DO NOVO DESTINO","GO","-15.13","-49.12"
"SANTA RITA DO PARDO","MS","-21.3","-52.83"
"SANTA RITA DO PASSA QUATRO","SP","-21.71","-47.47"
"SANTA RITA DO SAPUCAI","MG","-22.25","-45.7"
"SANTA RITA DO TOCANTINS","TO","-10.86","-48.91"
"SANTA RITA D'OESTE","SP","-20.14","-50.83"
"SANTA ROSA","RS","-27.87","-54.48"
"SANTA ROSA DA SERRA","MG","-19.53","-45.96"
"SANTA ROSA DE GOIAS","GO","-16.079999999999998","-49.49"
"SANTA ROSA DE LIMA","SC","-28.03","-49.12"
"SANTA ROSA DE LIMA","SE","-10.64","-37.19"
"SANTA ROSA DE VITERBO","SP","-21.47","-47.36"
"SANTA ROSA DO PIAUI","PI","-6.79","-42.28"
"SANTA ROSA DO PURUS","AC","-9.43","-70.489999999999995"
"SANTA ROSA DO SUL","SC","-29.13","-49.7"
"SANTA ROSA DO TOCANTINS","TO","-11.44","-48.12"
"SANTA SALETE","SP","-20.239999999999998","-50.68"
"SANTA TERESA","ES","-19.93","-40.6"
"SANTA TERESINHA","BA","-12.77","-39.520000000000003"
"SANTA TERESINHA","PB","-7.11","-37.450000000000003"
"SANTA TEREZA","RS","-29.16","-51.73"
"SANTA TEREZA DE GOIAS","GO","-13.71","-49.01"
"SANTA TEREZA DO OESTE","PR","-25.05","-53.63"
"SANTA TEREZA DO TOCANTINS","TO","-10.28","-47.8"
"SANTA TEREZINHA","MT","-10.47","-50.5"
"SANTA TEREZINHA","PE","-7.37","-37.479999999999997"
"SANTA TEREZINHA","SC","-26.77","-50"
"SANTA TEREZINHA DE GOIAS","GO","-14.43","-49.7"
"SANTA TEREZINHA DE ITAIPU","PR","-25.36","-54.48"
"SANTA TEREZINHA DO PROGRESSO","SC","-26.61","-53.2"
"SANTA TEREZINHA DO TOCANTINS","TO","-6.43","-47.67"
"SANTA VITORIA","MG","-18.829999999999998","-50.12"
"SANTA VITORIA DO PALMAR","RS","-33.51","-53.36"
"SANTALUZ","BA","-11.25","-39.369999999999997"
"SANTANA","AP","-0.05","-51.18"
"SANTANA","BA","-12.98","-44.05"
"SANTANA DA BOA VISTA","RS","-30.87","-53.11"
"SANTANA DA PONTE PENSA","SP","-20.25","-50.79"
"SANTANA DA VARGEM","MG","-21.24","-45.5"
"SANTANA DE CATAGUASES","MG","-21.28","-42.55"
"SANTANA DE MANGUEIRA","PB","-7.55","-38.33"
"SANTANA DE PARNAIBA","SP","-23.44","-46.91"
"SANTANA DE PIRAPAMA","MG","-19","-44.04"
"SANTANA DO ACARAU","CE","-3.46","-40.21"
"SANTANA DO ARAGUAIA","PA","-9.5","-50.62"
"SANTANA DO CARIRI","CE","-7.18","-39.729999999999997"
"SANTANA DO DESERTO","MG","-21.95","-43.16"
"SANTANA DO GARAMBEU","MG","-21.6","-44.1"
"SANTANA DO IPANEMA","AL","-9.3699999999999992","-37.24"
"SANTANA DO ITARARE","PR","-23.75","-49.62"
"SANTANA DO JACARE","MG","-20.89","-45.13"
"SANTANA DO LIVRAMENTO","RS","-30.89","-55.53"
"SANTANA DO MANHUACU","MG","-20.100000000000001","-41.92"
"SANTANA DO MARANHAO","MA","-3.11","-42.41"
"SANTANA DO MATOS","RN","-5.95","-36.65"
"SANTANA DO MUNDAU","AL","-9.16","-36.22"
"SANTANA DO PARAISO","MG","-19.36","-42.56"
"SANTANA DO PIAUI","PI","-6.94","-41.51"
"SANTANA DO RIACHO","MG","-19.16","-43.71"
"SANTANA DO SAO FRANCISCO","SE","-10.29","-36.6"
"SANTANA DO SERIDO","RN","-6.77","-36.729999999999997"
"SANTANA DOS GARROTES","PB","-7.38","-37.979999999999997"
"SANTANA DOS MONTES","MG","-20.78","-43.69"
"SANTANOPOLIS","BA","-12.01","-38.86"
"SANTAREM","PA","-2.44","-54.7"
"SANTAREM","PB","-6.49","-38.47"
"SANTAREM NOVO","PA","-0.92","-47.39"
"SANTIAGO","RS","-29.19","-54.86"
"SANTIAGO DO SUL","SC","-26.63","-52.68"
"SANTO AFONSO","MT","-14.49","-57"
"SANTO AMARO","BA","-12.54","-38.71"
"SANTO AMARO DA IMPERATRIZ","SC","-27.68","-48.77"
"SANTO AMARO DAS BROTAS","SE","-10.78","-37.049999999999997"
"SANTO AMARO DO MARANHAO","MA","-2.5","-43.25"
"SANTO ANASTACIO","SP","-21.97","-51.65"
"SANTO ANDRE","PB","-7.21","-36.630000000000003"
"SANTO ANDRE","SP","-23.66","-46.53"
"SANTO ANGELO","RS","-28.29","-54.26"
"SANTO ANTONIO","RN","-6.31","-35.47"
"SANTO ANTONIO DA ALEGRIA","SP","-21.08","-47.15"
"SANTO ANTONIO DA BARRA","GO","-17.559999999999999","-50.63"
"SANTO ANTONIO DA PATRULHA","RS","-29.81","-50.52"
"SANTO ANTONIO DA PLATINA","PR","-23.29","-50.07"
"SANTO ANTONIO DAS MISSOES","RS","-28.51","-55.22"
"SANTO ANTONIO DE GOIAS","GO","-16.48","-49.31"
"SANTO ANTONIO DE JESUS","BA","-12.96","-39.26"
"SANTO ANTONIO DE LISBOA","PI","-6.98","-41.23"
"SANTO ANTONIO DE PADUA","RJ","-21.53","-42.18"
"SANTO ANTONIO DE POSSE","SP","-22.6","-46.91"
"SANTO ANTONIO DO AMPARO","MG","-20.94","-44.91"
"SANTO ANTONIO DO ARACANGUA","SP","-20.93","-50.49"
"SANTO ANTONIO DO AVENTUREIRO","MG","-21.75","-42.81"
"SANTO ANTONIO DO CAIUA","PR","-22.73","-52.34"
"SANTO ANTONIO DO DESCOBERTO","GO","-15.94","-48.25"
"SANTO ANTONIO DO GRAMA","MG","-20.309999999999999","-42.6"
"SANTO ANTONIO DO ICA","AM","-3.1","-67.94"
"SANTO ANTONIO DO ITAMBE","MG","-18.46","-43.3"
"SANTO ANTONIO DO JACINTO","MG","-16.53","-40.17"
"SANTO ANTONIO DO JARDIM","SP","-22.11","-46.68"
"SANTO ANTONIO DO LEVERGER","MT","-15.86","-56.07"
"SANTO ANTONIO DO MONTE","MG","-20.079999999999998","-45.29"
"SANTO ANTONIO DO PALMA","RS","-28.49","-52.02"
"SANTO ANTONIO DO PARAISO","PR","-23.49","-50.64"
"SANTO ANTONIO DO PINHAL","SP","-22.82","-45.66"
"SANTO ANTONIO DO PLANALTO","RS","-28.39","-52.69"
"SANTO ANTONIO DO RETIRO","MG","-15.33","-42.62"
"SANTO ANTONIO DO RIO ABAIXO","MG","-19.22","-43.25"
"SANTO ANTONIO DO SUDOESTE","PR","-26.07","-53.72"
"SANTO ANTONIO DO TAUA","PA","-1.1499999999999999","-48.12"
"SANTO ANTONIO DOS LOPES","MA","-4.8600000000000003","-44.36"
"SANTO ANTONIO DOS MILAGRES","PI","-6.04","-42.71"
"SANTO AUGUSTO","RS","-27.85","-53.77"
"SANTO CRISTO","RS","-27.82","-54.66"
"SANTO ESTEVAO","BA","-12.43","-39.25"
"SANTO EXPEDITO","SP","-21.85","-51.39"
"SANTO EXPEDITO DO SUL","RS","-27.9","-51.64"
"SANTO HIPOLITO","MG","-18.29","-44.22"
"SANTO INACIO","PR","-22.69","-51.79"
"SANTO INACIO DO PIAUI","PI","-7.43","-41.91"
"SANTOPOLIS DO AGUAPEI","SP","-21.63","-50.5"
"SANTOS","SP","-23.96","-46.33"
"SANTOS DUMONT","MG","-21.45","-43.55"
"SAO BENEDITO","CE","-4.04","-40.86"
"SAO BENEDITO DO RIO PRETO","MA","-3.33","-43.52"
"SAO BENEDITO DO SUL","PE","-8.8000000000000007","-35.950000000000003"
"SAO BENTO","MA","-2.69","-44.82"
"SAO BENTO","PB","-6.48","-37.450000000000003"
"SAO BENTO ABADE","MG","-21.58","-45.07"
"SAO BENTO DE POMBAL","PB","-6.9","-37.72"
"SAO BENTO DO NORTE","RN","-5.07","-36.06"
"SAO BENTO DO SAPUCAI","SP","-22.68","-45.73"
"SAO BENTO DO SUL","SC","-26.25","-49.37"
"SAO BENTO DO TOCANTINS","TO","-5.91","-48.06"
"SAO BENTO DO TRAIRI","RN","-6.34","-36.08"
"SAO BENTO DO UNA","PE","-8.52","-36.44"
"SAO BERNARDINO","SC","-26.47","-52.96"
"SAO BERNARDO","MA","-3.36","-42.41"
"SAO BERNARDO DO CAMPO","SP","-23.69","-46.56"
"SAO BONIFACIO","SC","-27.9","-48.92"
"SAO BORJA","RS","-28.66","-56"
"SAO BRAS","AL","-10.119999999999999","-36.9"
"SAO BRAS DO SUACUI","MG","-20.62","-43.94"
"SAO BRAZ DO PIAUI","PI","-8.9600000000000009","-43"
"SAO CAETANO DE ODIVELAS","PA","-0.75","-48.02"
"SAO CAETANO DO SUL","SP","-23.62","-46.55"
"SAO CAITANO","PE","-8.32","-36.14"
"SAO CARLOS","SC","-27.07","-53"
"SAO CARLOS","SP","-22.01","-47.89"
"SAO CARLOS DO IVAI","PR","-23.31","-52.47"
"SAO CRISTOVAO","SE","-11.01","-37.200000000000003"
"SAO CRISTOVAO DO SUL","SC","-27.26","-50.44"
"SAO DESIDERIO","BA","-12.36","-44.97"
"SAO DOMINGOS","BA","-11.5","-39.54"
"SAO DOMINGOS","GO","-13.39","-46.31"
"SAO DOMINGOS","SC","-26.55","-52.53"
"SAO DOMINGOS","SE","-10.79","-37.56"
"SAO DOMINGOS DAS DORES","MG","-19.52","-42.01"
"SAO DOMINGOS DE POMBAL","PB","-6.81","-37.94"
"SAO DOMINGOS DO ARAGUAIA","PA","-5.53","-48.73"
"SAO DOMINGOS DO AZEITAO","MA","-6.81","-44.64"
"SAO DOMINGOS DO CAPIM","PA","-1.67","-47.77"
"SAO DOMINGOS DO CARIRI","PB","-7.63","-36.43"
"SAO DOMINGOS DO MARANHAO","MA","-5.57","-44.38"
"SAO DOMINGOS DO NORTE","ES","-19.14","-40.619999999999997"
"SAO DOMINGOS DO PRATA","MG","-19.86","-42.96"
"SAO DOMINGOS DO SUL","RS","-28.53","-51.88"
"SAO FELIPE","BA","-12.84","-39.08"
"SAO FELIPE D'OESTE","RO","-11.9","-61.5"
"SAO FELIX","BA","-12.6","-38.97"
"SAO FELIX DE BALSAS","MA","-7.08","-44.81"
"SAO FELIX DE MINAS","MG","-18.59","-41.48"
"SAO FELIX DO ARAGUAIA","MT","-11.61","-50.66"
"SAO FELIX DO CORIBE","BA","-13.4","-44.19"
"SAO FELIX DO PIAUI","PI","-5.93","-42.11"
"SAO FELIX DO TOCANTINS","TO","-10.16","-46.65"
"SAO FELIX DO XINGU","PA","-6.64","-51.99"
"SAO FERNANDO","RN","-6.37","-37.18"
"SAO FIDELIS","RJ","-21.64","-41.74"
"SAO FRANCISCO","MG","-15.94","-44.86"
"SAO FRANCISCO","PB","-6.61","-38.090000000000003"
"SAO FRANCISCO","SE","-10.33","-36.880000000000003"
"SAO FRANCISCO","SP","-20.350000000000001","-50.69"
"SAO FRANCISCO DE ASSIS","RS","-29.55","-55.13"
"SAO FRANCISCO DE ASSIS DO PIAUI","PI","-8.23","-41.68"
"SAO FRANCISCO DE GOIAS","GO","-15.93","-49.26"
"SAO FRANCISCO DE ITABAPOANA","RJ","-21.3","-40.96"
"SAO FRANCISCO DE PAULA","MG","-20.71","-44.98"
"SAO FRANCISCO DE PAULA","RS","-29.44","-50.58"
"SAO FRANCISCO DE SALES","MG","-19.86","-49.77"
"SAO FRANCISCO DO BREJAO","MA","-5.12","-47.38"
"SAO FRANCISCO DO CONDE","BA","-12.62","-38.68"
"SAO FRANCISCO DO GLORIA","MG","-20.78","-42.26"
"SAO FRANCISCO DO GUAPORE","RO","-12.05","-63.56"
"SAO FRANCISCO DO MARANHAO","MA","-6.25","-42.85"
"SAO FRANCISCO DO OESTE","RN","-5.97","-38.15"
"SAO FRANCISCO DO PARA","PA","-1.1599999999999999","-47.79"
"SAO FRANCISCO DO PIAUI","PI","-7.25","-42.54"
"SAO FRANCISCO DO SUL","SC","-26.24","-48.63"
"SAO GABRIEL","BA","-11.22","-41.91"
"SAO GABRIEL","RS","-30.33","-54.32"
"SAO GABRIEL DA CACHOEIRA","AM","-0.13","-67.08"
"SAO GABRIEL DA PALHA","ES","-19.010000000000002","-40.53"
"SAO GABRIEL DO OESTE","MS","-19.39","-54.56"
"SAO GERALDO","MG","-20.92","-42.83"
"SAO GERALDO DA PIEDADE","MG","-18.829999999999998","-42.28"
"SAO GERALDO DO ARAGUAIA","PA","-6.4","-48.55"
"SAO GERALDO DO BAIXIO","MG","-18.899999999999999","-41.36"
"SAO GONCALO","RJ","-22.82","-43.05"
"SAO GONCALO DO ABAETE","MG","-18.329999999999998","-45.83"
"SAO GONCALO DO AMARANTE","CE","-3.6","-38.96"
"SAO GONCALO DO AMARANTE","RN","-5.79","-35.32"
"SAO GONCALO DO GURGUEIA","PI","-10.029999999999999","-45.3"
"SAO GONCALO DO PARA","MG","-19.98","-44.85"
"SAO GONCALO DO PIAUI","PI","-5.99","-42.7"
"SAO GONCALO DO RIO ABAIXO","MG","-19.82","-43.36"
"SAO GONCALO DO RIO PRETO","MG","-18","-43.39"
"SAO GONCALO DO SAPUCAI","MG","-21.89","-45.59"
"SAO GONCALO DOS CAMPOS","BA","-12.43","-38.96"
"SAO GOTARDO","MG","-19.309999999999999","-46.04"
"SAO JERONIMO","RS","-29.95","-51.72"
"SAO JERONIMO DA SERRA","PR","-23.72","-50.74"
"SAO JOAO","PE","-8.8699999999999992","-36.36"
"SAO JOAO","PR","-25.82","-52.72"
"SAO JOAO BATISTA","MA","-2.95","-44.8"
"SAO JOAO BATISTA","SC","-27.27","-48.84"
"SAO JOAO BATISTA DO GLORIA","MG","-20.64","-46.5"
"SAO JOAO DA BALIZA","RR","0.95","-59.91"
"SAO JOAO DA BARRA","RJ","-21.64","-41.05"
"SAO JOAO DA BOA VISTA","SP","-21.96","-46.79"
"SAO JOAO DA CANABRAVA","PI","-6.81","-41.34"
"SAO JOAO DA FRONTEIRA","PI","-3.95","-41.25"
"SAO JOAO DA LAGOA","MG","-16.850000000000001","-44.35"
"SAO JOAO DA MATA","MG","-21.93","-45.92"
"SAO JOAO DA PARAUNA","GO","-16.809999999999999","-50.41"
"SAO JOAO DA PONTA","PA","-0.85","-47.92"
"SAO JOAO DA PONTE","MG","-15.92","-44"
"SAO JOAO DA SERRA","PI","-5.51","-41.89"
"SAO JOAO DA URTIGA","RS","-27.82","-51.82"
"SAO JOAO DA VARJOTA","PI","-6.94","-41.89"
"SAO JOAO D'ALIANCA","GO","-14.7","-47.52"
"SAO JOAO DAS DUAS PONTES","SP","-20.38","-50.37"
"SAO JOAO DAS MISSOES","MG","-14.88","-44.09"
"SAO JOAO DE IRACEMA","SP","-20.51","-50.35"
"SAO JOAO DE MERITI","RJ","-22.8","-43.37"
"SAO JOAO DE PIRABAS","PA","-0.76","-47.17"
"SAO JOAO DEL REI","MG","-21.13","-44.26"
"SAO JOAO DO ARAGUAIA","PA","-5.35","-48.79"
"SAO JOAO DO ARRAIAL","PI","-3.81","-42.44"
"SAO JOAO DO CAIUA","PR","-22.85","-52.33"
"SAO JOAO DO CARIRI","PB","-7.39","-36.53"
"SAO JOAO DO CARU","MA","-3.55","-46.25"
"SAO JOAO DO ITAPERIU","SC","-26.61","-48.76"
"SAO JOAO DO IVAI","PR","-23.98","-51.81"
"SAO JOAO DO JAGUARIBE","CE","-5.27","-38.270000000000003"
"SAO JOAO DO MANHUACU","MG","-20.39","-42.15"
"SAO JOAO DO MANTENINHA","MG","-18.72","-41.16"
"SAO JOAO DO OESTE","SC","-27.09","-53.59"
"SAO JOAO DO ORIENTE","MG","-19.329999999999998","-42.15"
"SAO JOAO DO PACUI","MG","-16.54","-44.51"
"SAO JOAO DO PARAISO","MA","-6.46","-47.05"
"SAO JOAO DO PARAISO","MG","-15.31","-42.01"
"SAO JOAO DO PAU D'ALHO","SP","-21.26","-51.66"
"SAO JOAO DO PIAUI","PI","-8.35","-42.24"
"SAO JOAO DO POLESINE","RS","-29.61","-53.44"
"SAO JOAO DO RIO DO PEIXE","PB","-6.72","-38.44"
"SAO JOAO DO SABUGI","RN","-6.71","-37.200000000000003"
"SAO JOAO DO SOTER","MA","-5.1100000000000003","-43.81"
"SAO JOAO DO SUL","SC","-29.22","-49.81"
"SAO JOAO DO TIGRE","PB","-8.07","-36.840000000000003"
"SAO JOAO DO TRIUNFO","PR","-25.68","-50.29"
"SAO JOAO DOS PATOS","MA","-6.49","-43.7"
"SAO JOAO EVANGELISTA","MG","-18.54","-42.76"
"SAO JOAO NEPOMUCENO","MG","-21.54","-43.01"
"SAO JOAQUIM","SC","-28.29","-49.93"
"SAO JOAQUIM DA BARRA","SP","-20.58","-47.85"
"SAO JOAQUIM DE BICAS","MG","-20.04","-44.27"
"SAO JOAQUIM DO MONTE","PE","-8.43","-35.799999999999997"
"SAO JORGE","RS","-28.49","-51.7"
"SAO JORGE DO IVAI","PR","-23.43","-52.29"
"SAO JORGE DO PATROCINIO","PR","-23.74","-53.92"
"SAO JORGE D'OESTE","PR","-25.7","-52.91"
"SAO JOSE","SC","-27.61","-48.62"
"SAO JOSE DA BARRA","MG","-20.71","-46.31"
"SAO JOSE DA BELA VISTA","SP","-20.59","-47.64"
"SAO JOSE DA BOA VISTA","PR","-23.91","-49.65"
"SAO JOSE DA COROA GRANDE","PE","-8.89","-35.14"
"SAO JOSE DA LAGOA TAPADA","PB","-6.94","-38.159999999999997"
"SAO JOSE DA LAJE","AL","-9.01","-36.049999999999997"
"SAO JOSE DA LAPA","MG","-19.7","-43.95"
"SAO JOSE DA SAFIRA","MG","-18.32","-42.14"
"SAO JOSE DA TAPERA","AL","-9.5500000000000007","-37.380000000000003"
"SAO JOSE DA VARGINHA","MG","-19.71","-44.55"
"SAO JOSE DA VITORIA","BA","-15.08","-39.33"
"SAO JOSE DAS MISSOES","RS","-27.78","-53.12"
"SAO JOSE DAS PALMEIRAS","PR","-24.83","-54.06"
"SAO JOSE DE CAIANA","PB","-7.24","-38.299999999999997"
"SAO JOSE DE ESPINHARAS","PB","-6.84","-37.32"
"SAO JOSE DE MIPIBU","RN","-6.07","-35.229999999999997"
"SAO JOSE DE PIRANHAS","PB","-7.12","-38.5"
"SAO JOSE DE PRINCESA","PB","-7.73","-38.090000000000003"
"SAO JOSE DE RIBAMAR","MA","-2.56","-44.05"
"SAO JOSE DE UBA","RJ","-21.35","-41.94"
"SAO JOSE DO ALEGRE","MG","-22.32","-45.52"
"SAO JOSE DO BARREIRO","SP","-22.64","-44.57"
"SAO JOSE DO BELMONTE","PE","-7.86","-38.76"
"SAO JOSE DO BONFIM","PB","-7.16","-37.299999999999997"
"SAO JOSE DO BREJO DO CRUZ","PB","-6.21","-37.35"
"SAO JOSE DO CALCADO","ES","-21.02","-41.65"
"SAO JOSE DO CAMPESTRE","RN","-6.31","-35.71"
"SAO JOSE DO CEDRO","SC","-26.45","-53.49"
"SAO JOSE DO CERRITO","SC","-27.66","-50.58"
"SAO JOSE DO DIVINO","MG","-18.47","-41.38"
"SAO JOSE DO DIVINO","PI","-3.81","-41.83"
"SAO JOSE DO EGITO","PE","-7.47","-37.270000000000003"
"SAO JOSE DO GOIABAL","MG","-19.920000000000002","-42.7"
"SAO JOSE DO HERVAL","RS","-29.04","-52.29"
"SAO JOSE DO HORTENCIO","RS","-29.52","-51.25"
"SAO JOSE DO INHACORA","RS","-27.72","-54.12"
"SAO JOSE DO JACUIPE","BA","-11.41","-39.86"
"SAO JOSE DO JACURI","MG","-18.27","-42.67"
"SAO JOSE DO MANTIMENTO","MG","-20","-41.74"
"SAO JOSE DO NORTE","RS","-32.01","-52.04"
"SAO JOSE DO OURO","RS","-27.76","-51.59"
"SAO JOSE DO PEIXE","PI","-7.49","-42.56"
"SAO JOSE DO PIAUI","PI","-6.87","-41.47"
"SAO JOSE DO POVO","MT","-16.46","-54.25"
"SAO JOSE DO RIO CLARO","MT","-13.44","-56.72"
"SAO JOSE DO RIO PARDO","SP","-21.59","-46.88"
"SAO JOSE DO RIO PRETO","SP","-20.82","-49.37"
"SAO JOSE DO SABUGI","PB","-6.77","-36.79"
"SAO JOSE DO SERIDO","RN","-6.44","-36.869999999999997"
"SAO JOSE DO VALE DO RIO PRETO","RJ","-22.15","-42.92"
"SAO JOSE DO XINGU","MT","-10.8","-52.74"
"SAO JOSE DOS AUSENTES","RS","-28.74","-50.06"
"SAO JOSE DOS BASILIOS","MA","-5.05","-44.58"
"SAO JOSE DOS CAMPOS","SP","-23.17","-45.88"
"SAO JOSE DOS CORDEIROS","PB","-7.39","-36.799999999999997"
"SAO JOSE DOS PINHAIS","PR","-25.53","-49.2"
"SAO JOSE DOS QUATRO MARCOS","MT","-15.62","-58.17"
"SAO JOSE DOS RAMOS","PB","-7.25","-35.380000000000003"
"SAO JULIAO","PI","-7.08","-40.82"
"SAO LEOPOLDO","RS","-29.76","-51.14"
"SAO LOURENCO","MG","-22.11","-45.05"
"SAO LOURENCO DA MATA","PE","-8","-35.01"
"SAO LOURENCO DA SERRA","SP","-23.85","-46.94"
"SAO LOURENCO DO OESTE","SC","-26.35","-52.85"
"SAO LOURENCO DO PIAUI","PI","-9.16","-42.54"
"SAO LOURENCO DO SUL","RS","-31.36","-51.97"
"SAO LUDGERO","SC","-28.32","-49.17"
"SAO LUIS","MA","-2.5299999999999998","-44.3"
"SAO LUIS DE MONTES BELOS","GO","-16.52","-50.37"
"SAO LUIS DO CURU","CE","-3.67","-39.24"
"SAO LUIS DO PARAITINGA","SP","-23.22","-45.31"
"SAO LUIS DO PIAUI","PI","-6.82","-41.32"
"SAO LUIS DO QUITUNDE","AL","-9.31","-35.56"
"SAO LUIS GONZAGA DO MARANHAO","MA","-4.38","-44.67"
"SAO LUIZ","RR","1","-60.15"
"SAO LUIZ DO NORTE","GO","-14.86","-49.32"
"SAO LUIZ GONZAGA","RS","-28.4","-54.96"
"SAO MAMEDE","PB","-6.92","-37.090000000000003"
"SAO MANUEL","SP","-22.73","-48.57"
"SAO MANUEL DO PARANA","PR","-23.4","-52.64"
"SAO MARCOS","RS","-28.97","-51.06"
"SAO MARTINHO","RS","-27.7","-53.96"
"SAO MARTINHO","SC","-28.16","-48.97"
"SAO MARTINHO DA SERRA","RS","-29.53","-53.85"
"SAO MATEUS","ES","-18.71","-39.85"
"SAO MATEUS DO MARANHAO","MA","-4.04","-44.47"
"SAO MATEUS DO SUL","PR","-25.87","-50.38"
"SAO MIGUEL","RN","-6.21","-38.49"
"SAO MIGUEL ARCANJO","SP","-23.87","-47.99"
"SAO MIGUEL DA BAIXA GRANDE","PI","-5.86","-42.18"
"SAO MIGUEL DA BOA VISTA","SC","-26.69","-53.25"
"SAO MIGUEL DAS MATAS","BA","-13.04","-39.450000000000003"
"SAO MIGUEL DAS MISSOES","RS","-28.56","-54.55"
"SAO MIGUEL DE TAIPU","PB","-7.25","-35.21"
"SAO MIGUEL DE TOUROS","RN","-5.12","-35.630000000000003"
"SAO MIGUEL DO ALEIXO","SE","-10.38","-37.380000000000003"
"SAO MIGUEL DO ANTA","MG","-20.7","-42.71"
"SAO MIGUEL DO ARAGUAIA","GO","-13.27","-50.16"
"SAO MIGUEL DO FIDALGO","PI","-7.58","-42.37"
"SAO MIGUEL DO GUAMA","PA","-1.62","-47.48"
"SAO MIGUEL DO GUAPORE","RO","-11.68","-62.68"
"SAO MIGUEL DO IGUACU","PR","-25.34","-54.23"
"SAO MIGUEL DO PASSA QUATRO","GO","-17.05","-48.66"
"SAO MIGUEL DO TAPUIO","PI","-5.5","-41.32"
"SAO MIGUEL DO TOCANTINS","TO","-5.55","-47.57"
"SAO MIGUEL D'OESTE","SC","-26.72","-53.51"
"SAO MIGUEL DOS CAMPOS","AL","-9.7799999999999994","-36.090000000000003"
"SAO MIGUEL DOS MILAGRES","AL","-9.26","-35.369999999999997"
"SAO NICOLAU","RS","-28.18","-55.26"
"SAO PATRICIO","GO","-15.35","-49.81"
"SAO PAULO","SP","-23.54","-46.63"
"SAO PAULO DAS MISSOES","RS","-28.02","-54.93"
"SAO PAULO DE OLIVENCA","AM","-3.37","-68.87"
"SAO PAULO DO POTENGI","RN","-5.89","-35.76"
"SAO PEDRO","RN","-5.89","-35.630000000000003"
"SAO PEDRO","SP","-22.54","-47.91"
"SAO PEDRO DA AGUA BRANCA","MA","-5.08","-48.42"
"SAO PEDRO DA ALDEIA","RJ","-22.83","-42.1"
"SAO PEDRO DA CIPA","MT","-16","-54.92"
"SAO PEDRO DA SERRA","RS","-29.42","-51.51"
"SAO PEDRO DA UNIAO","MG","-21.12","-46.61"
"SAO PEDRO DE ALCANTARA","SC","-27.56","-48.8"
"SAO PEDRO DO BUTIA","RS","-28.12","-54.88"
"SAO PEDRO DO IGUACU","PR","-24.93","-53.85"
"SAO PEDRO DO IVAI","PR","-23.86","-51.85"
"SAO PEDRO DO PARANA","PR","-22.82","-53.22"
"SAO PEDRO DO PIAUI","PI","-5.92","-42.71"
"SAO PEDRO DO SUACUI","MG","-18.36","-42.6"
"SAO PEDRO DO SUL","RS","-29.62","-54.17"
"SAO PEDRO DO TURVO","SP","-22.74","-49.74"
"SAO PEDRO DOS CRENTES","MA","-6.82","-46.53"
"SAO PEDRO DOS FERROS","MG","-20.170000000000002","-42.52"
"SAO RAFAEL","RN","-5.79","-36.92"
"SAO RAIMUNDO DAS MANGABEIRAS","MA","-7.02","-45.48"
"SAO RAIMUNDO DO DOCA BEZERRA","MA","-5.0999999999999996","-45.07"
"SAO RAIMUNDO NONATO","PI","-9.01","-42.69"
"SAO ROBERTO","MA","-5.0199999999999996","-44.99"
"SAO ROMAO","MG","-16.36","-45.06"
"SAO ROQUE","SP","-23.52","-47.13"
"SAO ROQUE DE MINAS","MG","-20.239999999999998","-46.36"
"SAO ROQUE DO CANAA","ES","-19.73","-40.65"
"SAO SALVADOR DO TOCANTINS","TO","-12.74","-48.23"
"SAO SEBASTIAO","AL","-9.93","-36.549999999999997"
"SAO SEBASTIAO","SP","-23.76","-45.41"
"SAO SEBASTIAO DA AMOREIRA","PR","-23.46","-50.76"
"SAO SEBASTIAO DA BELA VISTA","MG","-22.15","-45.75"
"SAO SEBASTIAO DA BOA VISTA","PA","-1.71","-49.54"
"SAO SEBASTIAO DA GRAMA","SP","-21.71","-46.82"
"SAO SEBASTIAO DA VARGEM ALEGRE","MG","-21.07","-42.63"
"SAO SEBASTIAO DE LAGOA DE ROCA","PB","-7.08","-35.83"
"SAO SEBASTIAO DO ALTO","RJ","-21.95","-42.13"
"SAO SEBASTIAO DO ANTA","MG","-19.489999999999998","-41.98"
"SAO SEBASTIAO DO CAI","RS","-29.58","-51.37"
"SAO SEBASTIAO DO MARANHAO","MG","-18.079999999999998","-42.57"
"SAO SEBASTIAO DO OESTE","MG","-20.27","-45"
"SAO SEBASTIAO DO PARAISO","MG","-20.91","-46.99"
"SAO SEBASTIAO DO PASSE","BA","-12.51","-38.49"
"SAO SEBASTIAO DO RIO PRETO","MG","-19.29","-43.17"
"SAO SEBASTIAO DO RIO VERDE","MG","-22.21","-44.97"
"SAO SEBASTIAO DO TOCANTINS","TO","-5.25","-48.2"
"SAO SEBASTIAO DO UATUMA","AM","-2.57","-57.87"
"SAO SEBASTIAO DO UMBUZEIRO","PB","-8.15","-37.01"
"SAO SEPE","RS","-30.16","-53.56"
"SAO SIMAO","GO","-18.989999999999998","-50.54"
"SAO SIMAO","SP","-21.47","-47.55"
